item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,days_of_stock_coverage,expected_demand_during_lead_time,lead_time_stock_gap,below_reorder_point,stockout_risk,inventory_value,coverage_to_lead_time_ratio,overstock_candidate
ITM12485,Automotive,394,75,3,6,48.76,2.76,0.76,L17,A,57,1.55,119.35,0.5,8,0.88,436,7.71,0.29,2024-12-17,47.97,0.527,8.08039376538146,292.56,101.44,False,False,47023.899999999994,1.3467322942302433,False
ITM12486,Groceries,418,97,4,2,13.68,6.05,0.74,L56,C,111,3.81,131.16,0.54,4,1.0,818,5.86,0.81,2024-06-03,287.27,0.706,30.555555555555557,27.36,390.64,False,False,54824.88,15.277777777777779,False
ITM12487,Electronics,38,40,7,9,16.16,4.18,0.51,L65,C,129,3.04,132.14,0.19,3,0.73,840,1.33,0.42,2024-11-06,240.55,0.569,2.3514851485148514,145.44,-107.44,True,True,5021.32,0.26127612761276126,False
ITM12488,Automotive,82,42,4,2,8.92,0.83,0.72,L8,B,22,1.38,126.36,0.46,6,0.78,791,13.72,0.31,2024-02-14,246.32,0.635,9.192825112107624,17.84,64.16,False,False,10361.52,4.596412556053812,False
ITM12489,Electronics,258,48,12,6,41.33,4.33,0.5,L16,D,45,0.84,40.36,0.82,2,0.9,500,5.01,0.41,2024-05-24,115.84,0.607,6.242438906363416,247.98,10.02000000000001,False,False,10412.88,1.0404064843939027,False
ITM12490,Groceries,438,55,3,2,29.74,9.24,0.4,L67,D,79,3.17,96.72,0.86,3,0.79,164,2.9,0.89,2024-08-12,127.13,0.629,14.72763954270343,59.48,378.52,False,False,42363.36,7.363819771351715,False
ITM12491,Automotive,356,46,8,3,31.04,3.28,0.52,L20,D,42,0.61,11.46,0.9,8,0.8,979,2.86,0.7,2024-07-14,281.39,0.488,11.469072164948454,93.12,262.88,False,False,4079.76,3.823024054982818,False
ITM12492,Groceries,438,69,10,4,41.21,3.57,0.91,L39,C,114,0.79,128.99,1.01,4,0.97,450,14.64,0.68,2024-07-21,292.14,0.744,10.62848823101189,164.84,273.15999999999997,False,False,56497.62,2.6571220577529724,False
ITM12493,Automotive,422,40,10,4,17.8,1.13,0.45,L22,B,66,3.66,119.32,1.19,9,0.87,353,2.72,0.67,2024-12-04,283.36,0.445,23.707865168539325,71.2,350.8,False,False,50353.03999999999,5.926966292134831,False
ITM12494,Groceries,423,20,10,9,10.49,6.34,0.46,L21,B,64,2.92,70.45,0.46,6,0.73,652,5.85,0.53,2024-01-16,196.35,0.564,40.324118207816966,94.41,328.59000000000003,False,False,29800.350000000002,4.480457578646329,False
ITM12495,Apparel,119,96,13,5,10.72,8.57,0.65,L42,C,116,1.97,109.54,1.27,1,0.79,358,1.95,0.53,2024-08-30,80.39,0.543,11.100746268656716,53.6,65.4,False,False,13035.26,2.220149253731343,False
ITM12496,Groceries,182,11,8,3,36.9,3.85,0.78,L91,B,150,2.93,103.68,0.74,8,0.72,622,11.3,0.32,2024-03-21,185.44,0.525,4.932249322493226,110.69999999999999,71.30000000000001,False,False,18869.760000000002,1.6440831074977418,False
ITM12497,Apparel,435,36,13,8,31.09,2.78,0.76,L29,D,60,3.16,57.67,1.49,4,0.87,152,9.35,0.47,2024-09-30,180.84,0.564,13.991637182373754,248.72,186.28,False,False,25086.45,1.7489546477967193,False
ITM12498,Groceries,141,11,5,2,11.11,9.59,0.12,L45,B,101,3.04,65.72,1.16,4,0.75,776,8.47,0.61,2024-04-22,273.39,0.589,12.691269126912692,22.22,118.78,False,False,9266.52,6.345634563456346,False
ITM12499,Automotive,451,30,3,2,8.11,7.58,0.72,L67,C,62,3.39,154.88,1.15,3,0.96,151,12.98,0.68,2024-03-10,100.38,0.726,55.61035758323058,16.22,434.78,False,False,69850.88,27.80517879161529,False
ITM12500,Automotive,63,67,4,9,6.91,5.89,0.51,L37,C,45,4.73,153.59,1.4,7,0.87,956,9.03,0.26,2024-07-19,68.2,0.466,9.117221418234443,62.19,0.8100000000000023,True,False,9676.17,1.0130246020260492,False
ITM12501,Automotive,379,14,7,8,31.76,3.4,0.57,L11,A,142,2.25,99.26,0.73,3,0.72,704,14.38,0.47,2024-10-06,87.08,0.697,11.933249370277078,254.08,124.91999999999999,False,False,37619.54,1.4916561712846348,False
ITM12502,Pharma,427,61,12,5,1.01,2.6,0.61,L33,A,128,1.86,146.33,0.92,1,0.79,139,9.72,0.47,2024-05-31,80.51,0.67,422.7722772277228,5.05,421.95,False,False,62482.91,84.55445544554456,False
ITM12503,Electronics,336,54,7,5,1.9,7.3,0.76,L26,B,34,0.67,95.65,1.21,4,0.88,167,5.96,0.61,2024-11-20,198.03,0.576,176.8421052631579,9.5,326.5,False,False,32138.4,35.368421052631575,False
ITM12504,Automotive,400,94,12,2,20.09,5.46,0.85,L82,B,90,1.16,171.76,0.9,2,0.8,188,1.51,0.77,2024-03-14,245.61,0.604,19.91040318566451,40.18,359.82,False,False,68704.0,9.955201592832255,True
ITM12505,Apparel,164,29,3,2,34.88,5.45,0.68,L71,C,46,0.98,73.23,0.94,3,0.85,952,11.15,0.71,2024-06-01,116.75,0.707,4.70183486238532,69.76,94.24,False,False,12009.720000000001,2.35091743119266,False
ITM12506,Automotive,346,70,3,8,35.06,1.2,0.61,L36,A,28,2.01,186.19,0.62,2,0.97,352,6.23,0.66,2024-12-12,61.16,0.707,9.8687963491158,280.48,65.51999999999998,False,False,64421.74,1.233599543639475,False
ITM12507,Pharma,382,47,11,9,22.08,5.37,0.44,L17,A,44,3.24,113.03,0.65,6,0.81,801,9.39,0.43,2024-11-27,109.5,0.588,17.30072463768116,198.71999999999997,183.28000000000003,False,False,43177.46,1.922302737520129,False
ITM12508,Apparel,69,29,4,3,34.86,8.32,0.22,L81,D,116,0.71,111.78,1.43,5,0.8,697,13.27,0.87,2024-07-10,168.5,0.668,1.9793459552495698,104.58,-35.58,False,True,7712.82,0.65978198508319,False
ITM12509,Pharma,84,34,9,8,26.53,9.49,0.96,L39,D,171,3.77,137.45,0.11,1,0.95,566,1.11,0.83,2024-01-06,202.7,0.74,3.1662269129287597,212.24,-128.24,False,True,11545.8,0.39577836411609496,False
ITM12510,Apparel,374,11,12,5,48.87,1.51,0.52,L79,C,63,2.29,74.76,0.28,7,0.8,258,11.63,0.35,2024-10-10,169.44,0.617,7.652956824227543,244.35,129.65,False,False,27960.24,1.5305913648455085,False
ITM12511,Groceries,307,41,6,8,8.96,6.5,0.61,L69,C,15,4.84,147.62,1.9,4,0.72,136,7.09,0.72,2024-10-11,84.45,0.513,34.263392857142854,71.68,235.32,False,False,45319.340000000004,4.282924107142857,False
ITM12512,Electronics,183,35,9,8,30.43,5.9,0.78,L12,C,138,3.06,70.88,0.46,5,0.75,908,2.74,0.93,2024-03-13,276.23,0.627,6.013802168912258,243.44,-60.44,False,True,12971.039999999999,0.7517252711140322,False
ITM12513,Electronics,160,79,10,8,25.07,8.96,0.16,L65,C,43,3.97,85.53,0.89,7,0.98,368,9.15,0.55,2024-03-04,136.97,0.599,6.382130035899482,200.56,-40.56,False,True,13684.8,0.7977662544874352,False
ITM12514,Pharma,473,50,7,3,10.53,7.64,0.87,L83,A,65,4.38,138.19,1.71,6,0.98,838,8.46,0.94,2024-01-22,143.1,0.606,44.91927825261159,31.589999999999996,441.41,False,False,65363.869999999995,14.97309275087053,False
ITM12515,Electronics,333,76,14,7,37.75,9.67,0.82,L22,C,106,4.5,81.91,0.1,2,0.77,936,12.79,0.22,2024-01-03,290.54,0.719,8.821192052980132,264.25,68.75,False,False,27276.03,1.260170293282876,False
ITM12516,Pharma,147,10,14,2,14.5,9.62,0.8,L76,C,35,2.83,48.0,1.86,1,0.87,682,8.3,0.61,2024-10-20,261.83,0.601,10.137931034482758,29.0,118.0,False,False,7056.0,5.068965517241379,False
ITM12517,Pharma,417,60,3,6,19.7,2.64,0.12,L75,A,179,2.29,175.66,0.2,2,0.74,294,12.58,0.41,2024-11-01,243.82,0.738,21.16751269035533,118.19999999999999,298.8,False,False,73250.22,3.5279187817258886,False
ITM12518,Pharma,440,14,6,9,19.37,7.39,0.57,L20,D,100,3.02,185.21,0.42,7,0.9,919,8.62,0.41,2024-07-20,62.98,0.595,22.715539494062984,174.33,265.66999999999996,False,False,81492.40000000001,2.523948832673665,False
ITM12519,Electronics,387,22,12,8,12.97,5.54,0.15,L22,C,47,2.31,129.08,0.16,3,0.76,139,7.26,0.9,2024-10-02,253.05,0.753,29.838087895142635,103.76,283.24,False,False,49953.96000000001,3.7297609868928294,False
ITM12520,Pharma,482,28,5,9,22.1,2.54,0.6,L85,D,163,1.58,164.12,1.09,7,0.71,527,6.2,0.45,2024-10-07,142.04,0.466,21.80995475113122,198.9,283.1,False,False,79105.84,2.4233283056812467,False
ITM12521,Electronics,258,21,12,6,24.19,2.35,0.75,L80,A,68,1.96,197.46,1.89,3,0.95,701,3.43,0.22,2024-02-13,70.72,0.431,10.665564282761471,145.14000000000001,112.85999999999999,False,False,50944.68,1.7775940471269118,False
ITM12522,Pharma,343,57,14,7,37.47,1.27,0.21,L93,D,136,1.55,126.81,1.69,6,0.8,161,9.18,0.63,2024-06-05,297.36,0.519,9.15398985855351,262.28999999999996,80.71000000000004,False,False,43495.83,1.3077128369362157,False
ITM12523,Automotive,315,34,7,2,38.49,8.06,0.73,L78,A,33,1.71,182.67,1.32,5,0.73,956,8.62,0.98,2024-04-17,59.9,0.625,8.18394388152767,76.98,238.01999999999998,False,False,57541.049999999996,4.091971940763835,False
ITM12524,Pharma,206,66,12,5,8.77,3.58,0.5,L44,C,120,0.92,78.26,0.45,9,0.95,999,14.66,0.26,2024-06-25,277.36,0.612,23.489167616875715,43.849999999999994,162.15,False,False,16121.560000000001,4.697833523375143,False
ITM12525,Apparel,227,44,12,6,30.05,8.64,0.83,L73,D,30,2.42,143.09,1.75,0,0.93,443,6.77,0.43,2024-04-18,10.15,0.587,7.554076539101497,180.3,46.69999999999999,False,False,32481.43,1.2590127565169162,False
ITM12526,Pharma,239,85,8,9,44.91,6.28,0.58,L6,C,69,1.56,20.6,1.53,7,0.91,936,6.9,0.58,2024-07-30,137.0,0.497,5.321754620351816,404.18999999999994,-165.18999999999994,False,True,4923.400000000001,0.5913060689279795,False
ITM12527,Groceries,419,14,4,9,6.33,6.9,0.4,L4,B,99,2.52,159.9,0.61,5,0.97,289,3.29,0.86,2024-11-26,18.67,0.649,66.19273301737756,56.97,362.03,False,False,66998.1,7.354748113041952,False
ITM12528,Pharma,209,31,9,9,24.17,3.27,0.4,L11,B,157,4.06,167.66,1.63,1,0.85,321,9.37,0.42,2024-09-19,274.61,0.596,8.647083160943318,217.53000000000003,-8.53000000000003,False,True,35040.94,0.9607870178825908,False
ITM12529,Apparel,407,86,5,5,37.77,4.84,0.91,L6,D,15,2.52,86.22,1.77,4,0.74,192,12.87,0.47,2024-03-13,46.51,0.557,10.775747948106963,188.85000000000002,218.14999999999998,False,False,35091.54,2.1551495896213924,False
ITM12530,Apparel,448,66,3,6,30.96,4.42,0.51,L83,A,19,4.8,131.4,1.43,1,0.72,768,4.47,0.51,2024-03-23,205.2,0.543,14.470284237726098,185.76,262.24,False,False,58867.200000000004,2.411714039621016,False
ITM12531,Electronics,365,56,12,9,5.93,2.74,0.47,L99,D,149,1.17,173.09,0.29,9,0.8,168,1.13,0.5,2024-04-04,193.05,0.466,61.55143338954469,53.37,311.63,False,False,63177.85,6.839048154393854,False
ITM12532,Automotive,303,63,5,5,20.43,8.41,0.14,L74,A,106,4.33,177.89,1.97,6,0.73,645,10.68,0.36,2024-04-23,235.93,0.443,14.831130690161528,102.15,200.85,False,False,53900.67,2.9662261380323054,False
ITM12533,Pharma,371,12,11,8,25.85,6.41,0.43,L34,B,159,1.62,30.24,0.24,9,0.86,949,1.44,0.93,2024-11-11,226.59,0.573,14.352030947775628,206.8,164.2,False,False,11219.039999999999,1.7940038684719535,False
ITM12534,Electronics,256,62,12,9,49.8,0.86,0.86,L84,A,89,4.7,167.22,1.34,5,0.7,300,6.73,0.83,2024-05-09,19.41,0.562,5.140562248995984,448.2,-192.2,False,True,42808.32,0.571173583221776,False
ITM12535,Automotive,213,93,13,6,9.75,8.29,0.78,L27,B,26,1.52,62.11,0.31,6,0.83,327,9.58,0.98,2024-04-09,122.64,0.739,21.846153846153847,58.5,154.5,False,False,13229.43,3.641025641025641,False
ITM12536,Pharma,306,40,13,5,49.14,1.51,0.3,L99,D,147,3.86,148.19,1.82,5,0.75,212,6.4,0.5,2024-02-28,103.53,0.453,6.227106227106227,245.7,60.30000000000001,False,False,45346.14,1.2454212454212454,False
ITM12537,Groceries,278,78,8,7,19.43,4.34,0.47,L74,C,149,0.78,71.78,0.76,9,0.81,703,4.65,0.24,2024-04-02,292.14,0.416,14.307771487390633,136.01,141.99,False,False,19954.84,2.043967355341519,False
ITM12538,Pharma,265,97,13,3,10.82,5.93,0.28,L54,C,92,3.33,20.7,1.07,0,0.9,399,12.19,0.29,2024-12-09,234.72,0.694,24.491682070240294,32.46,232.54,False,False,5485.5,8.163894023413432,False
ITM12539,Apparel,155,42,8,5,21.29,0.57,0.96,L80,C,49,1.48,49.88,0.44,2,0.81,80,5.21,0.49,2024-10-17,215.31,0.645,7.280413339596055,106.44999999999999,48.55000000000001,False,False,7731.400000000001,1.456082667919211,False
ITM12540,Apparel,299,81,6,3,31.09,6.7,0.64,L82,A,160,3.52,87.65,1.14,9,0.8,507,3.52,0.93,2024-01-28,138.23,0.499,9.61724027018334,93.27,205.73000000000002,False,False,26207.350000000002,3.20574675672778,False
ITM12541,Groceries,290,97,10,3,11.46,6.77,0.78,L4,C,177,3.36,150.83,1.88,1,1.0,887,6.44,0.98,2024-10-08,268.38,0.674,25.305410122164048,34.38,255.62,False,False,43740.700000000004,8.435136707388017,False
ITM12542,Electronics,190,59,7,2,15.28,6.7,0.74,L64,A,83,4.66,29.13,1.81,0,0.92,140,2.84,0.86,2024-08-24,14.88,0.613,12.43455497382199,30.56,159.44,False,False,5534.7,6.217277486910995,False
ITM12543,Automotive,178,93,9,8,42.87,2.05,0.89,L81,C,83,3.32,164.46,0.22,0,0.85,177,10.67,0.39,2024-11-26,76.25,0.768,4.152087707021227,342.96,-164.95999999999998,False,True,29273.88,0.5190109633776534,False
ITM12544,Pharma,220,25,11,7,49.95,2.93,0.95,L70,A,59,2.34,199.42,0.82,3,0.87,828,10.94,0.73,2024-10-08,211.55,0.724,4.404404404404404,349.65000000000003,-129.65000000000003,False,True,43872.399999999994,0.6292006292006291,False
ITM12545,Apparel,64,85,7,3,16.59,2.85,0.13,L38,A,19,1.37,159.77,0.61,0,0.89,597,1.21,0.68,2024-02-07,157.43,0.669,3.857745629897529,49.769999999999996,14.230000000000004,True,False,10225.28,1.2859152099658429,False
ITM12546,Electronics,469,86,13,4,8.29,9.62,0.98,L83,B,112,3.46,100.01,1.01,1,0.71,897,10.73,0.86,2024-05-28,164.8,0.736,56.57418576598312,33.16,435.84000000000003,False,False,46904.69,14.14354644149578,False
ITM12547,Groceries,283,48,7,8,39.87,1.14,0.88,L39,B,103,1.02,117.95,1.68,0,0.72,841,5.19,0.61,2024-12-09,130.74,0.567,7.098068723350891,318.96,-35.95999999999998,False,True,33379.85,0.8872585904188613,False
ITM12548,Apparel,90,98,6,3,30.42,4.57,0.44,L62,D,141,4.23,11.17,1.5,5,0.89,774,10.19,0.45,2024-02-04,58.27,0.554,2.9585798816568047,91.26,-1.2600000000000051,True,True,1005.3,0.9861932938856016,False
ITM12549,Groceries,383,55,8,5,5.92,8.78,0.85,L32,B,138,1.61,49.76,0.75,3,0.81,558,10.89,0.22,2024-05-08,58.2,0.616,64.69594594594595,29.6,353.4,False,False,19058.079999999998,12.93918918918919,False
ITM12550,Pharma,390,97,4,3,47.39,7.81,0.76,L88,A,52,2.86,180.81,0.83,7,0.72,985,4.89,0.84,2024-02-20,95.4,0.554,8.229584300485334,142.17000000000002,247.82999999999998,False,False,70515.9,2.7431947668284447,False
ITM12551,Automotive,122,56,5,5,4.82,8.31,0.81,L52,B,92,3.18,14.13,1.34,4,0.79,794,3.6,0.62,2024-04-11,145.81,0.516,25.311203319502074,24.1,97.9,False,False,1723.8600000000001,5.062240663900415,False
ITM12552,Apparel,144,53,3,9,31.64,9.74,0.3,L39,B,142,2.13,181.91,0.47,9,0.74,789,12.57,0.63,2024-10-24,249.0,0.615,4.551201011378002,284.76,-140.76,False,True,26195.04,0.5056890012642224,False
ITM12553,Apparel,332,18,4,5,21.77,4.18,0.68,L59,B,113,3.49,31.52,0.3,4,0.97,930,11.35,0.97,2024-09-06,139.58,0.829,15.250344510794672,108.85,223.15,False,False,10464.64,3.0500689021589347,False
ITM12554,Pharma,483,96,4,4,28.27,3.44,0.12,L10,A,43,1.63,35.28,0.56,7,0.76,859,12.72,0.59,2024-06-18,270.36,0.644,17.085249380969227,113.08,369.92,False,False,17040.24,4.271312345242307,False
ITM12555,Electronics,305,59,10,3,11.45,0.79,0.86,L89,A,33,0.66,43.32,0.34,9,0.74,286,7.1,0.45,2024-07-01,44.95,0.519,26.63755458515284,34.349999999999994,270.65,False,False,13212.6,8.879184861717613,False
ITM12556,Automotive,477,86,10,3,34.72,1.93,0.96,L8,D,151,4.82,161.88,0.77,5,0.89,582,7.39,0.47,2024-03-06,88.81,0.594,13.738479262672811,104.16,372.84000000000003,False,False,77216.76,4.579493087557604,False
ITM12557,Apparel,249,69,4,6,48.03,5.84,0.7,L21,B,50,1.94,100.86,1.88,5,0.86,657,5.82,0.21,2024-12-09,30.45,0.404,5.184259837601499,288.18,-39.18000000000001,False,True,25114.14,0.8640433062669165,False
ITM12558,Automotive,165,24,8,8,23.46,2.0,0.56,L57,B,179,3.71,37.59,0.33,2,0.87,100,7.99,0.3,2024-12-01,157.91,0.668,7.033248081841432,187.68,-22.680000000000007,False,True,6202.35,0.879156010230179,False
ITM12559,Apparel,389,45,7,6,26.62,7.49,0.75,L54,A,22,2.78,140.49,1.65,5,0.83,898,10.05,0.24,2024-04-30,36.11,0.483,14.613072877535688,159.72,229.28,False,False,54650.61,2.435512146255948,False
ITM12560,Automotive,216,72,5,2,12.75,0.85,0.39,L62,D,166,3.51,188.73,1.12,9,0.84,872,12.4,0.39,2024-02-21,240.75,0.519,16.941176470588236,25.5,190.5,False,False,40765.68,8.470588235294118,False
ITM12561,Groceries,392,78,7,5,44.7,2.97,0.66,L60,D,171,1.0,118.77,1.3,6,0.93,518,3.56,0.25,2024-05-25,21.53,0.433,8.769574944071588,223.5,168.5,False,False,46557.84,1.7539149888143175,False
ITM12562,Apparel,240,95,7,4,48.59,7.11,0.75,L27,A,141,2.83,28.75,0.42,1,0.77,941,6.68,0.46,2024-11-13,147.86,0.673,4.939287919324964,194.36,45.639999999999986,False,False,6900.0,1.234821979831241,False
ITM12563,Automotive,442,89,7,6,39.53,2.93,0.23,L44,B,37,2.26,20.4,0.39,2,0.82,437,7.46,0.3,2024-02-05,131.98,0.644,11.18138122944599,237.18,204.82,False,False,9016.8,1.8635635382409983,False
ITM12564,Electronics,79,50,5,3,27.6,7.42,0.23,L78,D,92,2.53,161.22,0.41,5,0.99,111,7.83,0.93,2024-04-09,68.65,0.747,2.86231884057971,82.80000000000001,-3.8000000000000114,False,True,12736.38,0.9541062801932366,False
ITM12565,Groceries,117,83,5,2,47.88,9.96,0.74,L19,D,138,4.85,128.96,1.37,9,0.76,392,8.59,0.95,2024-06-11,180.19,0.54,2.443609022556391,95.76,21.239999999999995,False,False,15088.320000000002,1.2218045112781954,False
ITM12566,Groceries,190,33,6,4,8.54,8.07,0.49,L41,B,173,1.11,185.3,1.52,8,0.79,202,12.22,0.68,2024-09-05,121.97,0.545,22.248243559718972,34.16,155.84,False,False,35207.0,5.562060889929743,False
ITM12567,Electronics,401,91,9,7,24.45,3.75,0.9,L92,D,116,3.9,113.98,1.85,8,0.76,785,13.41,0.84,2024-08-18,67.41,0.554,16.40081799591002,171.15,229.85,False,False,45705.98,2.3429739994157175,False
ITM12568,Automotive,192,58,14,3,27.34,9.06,0.38,L41,B,22,1.99,21.86,0.86,7,0.71,703,3.23,0.74,2024-06-17,249.7,0.507,7.022677395757133,82.02,109.98,False,False,4197.12,2.3408924652523777,False
ITM12569,Pharma,170,27,14,3,25.1,0.99,0.14,L94,D,123,1.81,86.7,0.98,7,0.78,90,10.98,0.85,2024-11-11,201.6,0.634,6.772908366533864,75.30000000000001,94.69999999999999,False,False,14739.0,2.2576361221779546,False
ITM12570,Electronics,472,16,14,9,40.32,7.39,0.68,L45,D,115,1.72,135.02,0.99,8,0.71,535,7.71,0.71,2024-12-03,13.52,0.528,11.706349206349206,362.88,109.12,False,False,63729.44,1.3007054673721339,False
ITM12571,Automotive,369,13,4,7,33.85,0.72,0.72,L52,A,14,2.07,83.13,0.61,8,0.75,727,6.85,0.54,2024-06-05,155.54,0.528,10.901033973412112,236.95000000000002,132.04999999999998,False,False,30674.969999999998,1.5572905676303017,False
ITM12572,Electronics,409,99,12,5,7.21,2.16,0.6,L17,D,106,2.11,199.92,0.72,9,0.81,751,2.59,0.9,2024-12-21,88.68,0.525,56.72676837725381,36.05,372.95,False,False,81767.28,11.345353675450763,True
ITM12573,Electronics,459,78,6,5,17.98,9.88,0.71,L98,B,23,1.72,87.02,1.71,8,0.71,858,1.9,0.55,2024-10-26,275.38,0.346,25.528364849833146,89.9,369.1,False,False,39942.18,5.105672969966629,False
ITM12574,Apparel,141,69,6,6,17.61,3.93,0.57,L48,D,89,3.5,113.78,0.75,4,0.93,606,14.69,0.52,2024-03-19,220.42,0.731,8.006814310051107,105.66,35.34,False,False,16042.98,1.3344690516751845,False
ITM12575,Automotive,127,64,3,6,28.72,8.29,0.72,L66,A,129,0.71,52.82,1.75,5,0.94,769,9.99,0.7,2024-10-16,187.37,0.586,4.422005571030641,172.32,-45.31999999999999,False,True,6708.14,0.7370009285051068,False
ITM12576,Pharma,23,25,12,3,15.28,4.07,0.14,L72,D,169,2.0,38.91,0.68,4,0.82,431,7.33,0.95,2024-10-17,35.83,0.704,1.505235602094241,45.839999999999996,-22.839999999999996,True,True,894.93,0.5017452006980804,False
ITM12577,Apparel,112,99,10,8,6.75,8.48,0.43,L14,C,164,1.76,132.61,0.75,0,1.0,145,11.66,0.55,2024-07-05,279.89,0.79,16.59259259259259,54.0,58.0,False,False,14852.320000000002,2.074074074074074,False
ITM12578,Electronics,426,91,3,3,33.03,9.67,0.29,L41,B,44,3.88,121.84,1.16,3,0.9,961,2.28,0.66,2024-06-10,51.82,0.566,12.897366030881017,99.09,326.90999999999997,False,False,51903.840000000004,4.299122010293672,False
ITM12579,Electronics,25,38,10,6,42.7,4.64,0.19,L31,C,12,1.16,10.82,0.3,0,0.92,836,9.5,0.59,2024-08-07,140.72,0.799,0.585480093676815,256.20000000000005,-231.20000000000005,True,True,270.5,0.0975800156128025,False
ITM12580,Electronics,307,32,9,7,46.65,5.81,0.31,L60,A,13,4.73,64.11,1.85,0,0.76,342,10.25,0.93,2024-03-27,207.5,0.69,6.580921757770633,326.55,-19.55000000000001,False,True,19681.77,0.940131679681519,False
ITM12581,Automotive,125,23,11,6,48.66,6.47,0.27,L16,C,144,1.27,132.28,1.66,2,0.95,284,7.33,0.74,2024-01-03,153.48,0.63,2.5688450472667492,291.96,-166.95999999999998,False,True,16535.0,0.4281408412111249,False
ITM12582,Automotive,165,88,10,3,39.27,9.38,0.98,L35,D,140,2.17,164.33,1.37,6,0.98,390,4.54,0.54,2024-06-09,265.92,0.508,4.201680672268907,117.81,47.19,False,False,27114.45,1.4005602240896355,False
ITM12583,Apparel,290,58,7,4,7.85,2.94,0.36,L58,B,90,1.4,69.35,1.98,0,0.77,768,14.36,0.69,2024-05-06,252.25,0.685,36.94267515923567,31.4,258.6,False,False,20111.5,9.235668789808917,False
ITM12584,Pharma,443,42,10,3,42.8,6.31,0.31,L32,C,120,1.79,133.01,0.13,6,0.91,587,5.22,0.32,2024-04-23,49.26,0.583,10.350467289719626,128.39999999999998,314.6,False,False,58923.42999999999,3.4501557632398754,False
ITM12585,Apparel,397,34,13,4,20.6,3.58,0.85,L19,D,68,3.92,60.4,0.88,9,0.92,399,2.75,0.47,2024-12-30,189.11,0.447,19.271844660194173,82.4,314.6,False,False,23978.8,4.817961165048543,False
ITM12586,Groceries,115,30,12,4,36.77,2.56,0.48,L13,C,83,2.64,141.17,1.73,9,0.79,921,9.83,0.79,2024-11-24,25.14,0.494,3.127549632852869,147.08,-32.08000000000001,False,True,16234.55,0.7818874082132172,False
ITM12587,Electronics,476,26,14,3,27.03,1.31,0.48,L7,D,138,1.23,142.61,0.92,0,0.84,256,9.04,0.65,2024-08-11,218.97,0.727,17.61006289308176,81.09,394.90999999999997,False,False,67882.36,5.870020964360587,False
ITM12588,Electronics,248,32,14,8,41.6,6.4,0.5,L38,D,165,0.71,34.74,0.11,8,0.73,540,11.57,0.45,2024-05-21,223.45,0.619,5.961538461538462,332.8,-84.80000000000001,False,True,8615.52,0.7451923076923077,False
ITM12589,Electronics,221,66,5,8,21.85,8.88,0.47,L50,C,68,1.53,136.37,0.4,4,0.75,430,11.55,0.49,2024-07-03,109.9,0.682,10.11441647597254,174.8,46.19999999999999,False,False,30137.77,1.2643020594965675,False
ITM12590,Apparel,231,90,12,2,4.03,3.84,0.39,L79,A,127,4.76,73.38,0.92,5,0.72,190,9.68,0.85,2024-03-09,238.11,0.651,57.32009925558312,8.06,222.94,False,False,16950.78,28.66004962779156,False
ITM12591,Apparel,25,67,9,6,28.28,5.75,0.36,L54,B,147,4.3,42.79,1.37,8,0.87,908,3.91,0.63,2024-12-13,199.28,0.455,0.884016973125884,169.68,-144.68,True,True,1069.75,0.14733616218764733,False
ITM12592,Electronics,131,23,14,8,9.39,6.6,0.89,L32,A,112,2.48,105.07,0.41,2,0.89,648,13.42,0.39,2024-06-18,156.17,0.754,13.951011714589988,75.12,55.879999999999995,False,False,13764.169999999998,1.7438764643237485,False
ITM12593,Apparel,395,29,6,5,48.31,4.44,0.25,L21,C,140,2.67,95.94,0.95,2,0.97,979,4.48,0.44,2024-09-02,142.03,0.607,8.176361001862968,241.55,153.45,False,False,37896.299999999996,1.6352722003725937,False
ITM12594,Automotive,398,39,7,3,26.82,9.08,0.26,L42,D,144,4.55,157.04,0.12,4,0.86,940,2.32,0.57,2024-08-24,41.65,0.625,14.839671886651752,80.46000000000001,317.53999999999996,False,False,62501.92,4.946557295550584,False
ITM12595,Automotive,466,28,11,4,28.12,3.95,0.61,L74,C,18,3.16,26.06,1.01,6,0.78,659,5.22,0.81,2024-08-16,164.02,0.567,16.571834992887624,112.48,353.52,False,False,12143.96,4.142958748221906,False
ITM12596,Apparel,342,62,9,3,45.46,1.69,0.41,L93,D,108,4.46,160.05,1.8,2,0.72,72,7.77,1.0,2024-07-02,55.27,0.628,7.5230972283326,136.38,205.62,False,False,54737.100000000006,2.5076990761108666,False
ITM12597,Electronics,125,65,6,6,31.6,1.87,0.48,L41,D,150,2.71,30.16,1.23,3,0.97,811,3.9,0.35,2024-06-05,200.25,0.533,3.9556962025316453,189.60000000000002,-64.60000000000002,False,True,3770.0,0.6592827004219409,False
ITM12598,Apparel,158,86,8,7,15.83,8.96,0.83,L25,A,177,1.4,49.42,0.94,1,0.84,413,5.67,0.8,2024-09-06,182.47,0.69,9.98104864181933,110.81,47.19,False,False,7808.360000000001,1.4258640916884757,False
